2824058	isisredbias	55000.06	450010.9	2000	16:05:00	1	ISISR	0	150	GG495+Out	1	R158R	7500
2824059	isisredbias	55000.06	450010.9	2000	16:05:00	1	ISISR	0	150	GG495+Out	1	R158R	7500
2824061	isisredbias	55000.06	450010.9	2000	16:05:00	1	ISISR	0	150	GG495+Out	1	R158R	7500
2824063	isisredbias	55000.07	450010.9	2000	16:06:00	1	ISISR	0	150	GG495+Out	1	R158R	7500
2824065	isisredbias	55000.07	450010.9	2000	16:06:00	1	ISISR	0	150	GG495+Out	1	R158R	7500
2824067	isisredbias	55000.07	450011	2000	16:06:00	1	ISISR	0	150	GG495+Out	1	R158R	7500
2824069	isisredbias	55000.07	450011	2000	16:07:00	1	ISISR	0	150	GG495+Out	1	R158R	7500
2824071	isisredbias	55000.07	450011	2000	16:07:00	1	ISISR	0	150	GG495+Out	1	R158R	7500
2824073	isisredbias	55000.07	450011	2000	16:08:00	1	ISISR	0	150	GG495+Out	1	R158R	7500
2824075	isisredbias	55000.07	450011	2000	16:08:00	1	ISISR	0	150	GG495+Out	1	R158R	7500
2824077	isisredbias	55000.07	450011	2000	16:08:00	1	ISISR	0	150	GG495+Out	1	R158R	7500
2824079	isisredbias	55000.08	450011.1	2000	16:09:00	1	ISISR	0	150	GG495+Out	1	R158R	7500
2824081	isisredbias	55000.08	450011.1	2000	16:09:00	1	ISISR	0	150	GG495+Out	1	R158R	7500
2824083	isisredbias	55000.08	450011.1	2000	16:09:00	1	ISISR	0	150	GG495+Out	1	R158R	7500
2824085	isisredbias	55000.08	450011.1	2000	16:10:00	1	ISISR	0	150	GG495+Out	1	R158R	7500
2824057	isisbluebias	55000.06	450010.9	2000	16:05:00	1	ISISB	0	150	Out+Out	1	R300B	4500
2824060	isisbluebias	55000.06	450010.9	2000	16:05:00	1	ISISB	0	150	Out+Out	1	R300B	4500
2824062	isisbluebias	55000.07	450010.9	2000	16:05:00	1	ISISB	0	150	Out+Out	1	R300B	4500
2824064	isisbluebias	55000.07	450010.9	2000	16:06:00	1	ISISB	0	150	Out+Out	1	R300B	4500
2824066	isisbluebias	55000.07	450011	2000	16:06:00	1	ISISB	0	150	Out+Out	1	R300B	4500
2824068	isisbluebias	55000.07	450011	2000	16:07:00	1	ISISB	0	150	Out+Out	1	R300B	4500
2824070	isisbluebias	55000.07	450011	2000	16:07:00	1	ISISB	0	150	Out+Out	1	R300B	4500
2824072	isisbluebias	55000.07	450011	2000	16:07:00	1	ISISB	0	150	Out+Out	1	R300B	4500
2824074	isisbluebias	55000.07	450011	2000	16:08:00	1	ISISB	0	150	Out+Out	1	R300B	4500
2824076	isisbluebias	55000.07	450011	2000	16:08:00	1	ISISB	0	150	Out+Out	1	R300B	4500
2824078	isisbluebias	55000.08	450011.1	2000	16:09:00	1	ISISB	0	150	Out+Out	1	R300B	4500
2824080	isisbluebias	55000.08	450011.1	2000	16:09:00	1	ISISB	0	150	Out+Out	1	R300B	4500
2824082	isisbluebias	55000.08	450011.1	2000	16:09:00	1	ISISB	0	150	Out+Out	1	R300B	4500
2824084	isisbluebias	55000.08	450011.1	2000	16:10:00	1	ISISB	0	150	Out+Out	1	R300B	4500
2824086	isisbluebias	55000.08	450011.1	2000	16:10:00	1	ISISB	0	150	Out+Out	1	R300B	4500
2824097	isisredflat	55000.2	450012.4	2000	16:45:00	1	ISISR	1	150	GG495+Out	1	R158R	7500
2824098	isisredflat	55000.2	450012.4	2000	16:45:00	1	ISISR	1	150	GG495+Out	1	R158R	7500
2824099	isisredflat	55000.2	450012.4	2000	16:46:00	1	ISISR	1	150	GG495+Out	1	R158R	7500
2824100	isisredflat	55000.21	450012.4	2000	16:46:00	1	ISISR	1	150	GG495+Out	1	R158R	7500
2824101	isisredflat	55000.21	450012.5	2000	16:47:00	1	ISISR	1	150	GG495+Out	1	R158R	7500
2824102	isisredflat	55000.21	450012.5	2000	16:47:00	1	ISISR	1	150	GG495+Out	1	R158R	7500
